,id_x,text,label_x,tsne_x,tsne_y
181,182,McLeish hails duo at heart of Gers #39; derby resurgence RANGERS manager Alex McLeish has hailed Alex Rae and Dado Prso as the pillars of strength who have helped turn around the clubs derby-day fortunes.,1,-31.484873,7.510655
182,183,"Space station crew to search for AIDS vaccine The next crew of the International Space Station (ISS) is to contribute to the Russian search for a vaccine against AIDS, Russian cosmonaut Salijan Sharipov said on Friday.",3,-1.3864,-17.753477
183,184,UK Seeks Global Support for Stem Cell Research (Reuters) Reuters - Britain's leading scientific institution\said Monday it is urging countries to back a campaign to stop a\possible ban on stem cell research as part of a global treaty\banning human cloning.,3,11.589985,12.552887
184,185,"Hong Kong pro-Beijing politicians accuse opponents of misleading public over sex scandal Human rights activists on Wednesday condemned the detention of a Hong Kong pro-democracy politician for allegedly having sex with a prostitute, and his sentencing without trial to six months of  quot;re-education through labor. quot; ...",0,-13.946519,11.811112
185,186,"NASA Picks Swede Launch Site for Balloons (AP) AP - NASA has agreed to launch its largest scientific balloons from a site in northern Sweden, a spokesman said Tuesday.",3,-1.4667422,-16.804409
186,187,"Stripped down Longhorn still offers gems SEPTEMBER 06, 2004 (IDG NEWS SERVICE) - Even though Microsoft Corp. #39;s much-anticipated Longhorn has been stripped of its unified file system and some of its other key Longhorn technologies will be available for Windows XP and Windows Server 2003, the next ",3,36.025684,-10.368077
187,188,US Women Win Bronze Medal in Water Polo Center fielder Ellen Estes scored three goals including the decider to help the United States beat Australia 6-5 Thursday in the Olympic women #39;s water polo bronze medal game.,1,-28.110886,-6.4361405
188,189,"Intel Takes Aim at Microsoft with Linux Push Intel, the worlds largest semiconductor and Microprocessor Company, is officially helping China and other Asian countries adopt Linux over Microsofts popular Windows platform.",3,37.03265,-6.7211046
189,190,"Bickering Iraqis Strive to Build Voting Coalition Established Shiite parties and powerful upstarts are feuding, causing their leading cleric to try to pull them together to ensure that the Shiites clearly dominate the new government.",0,-7.588801,20.547495
190,191,Hamm Admits He Will Be Shocked if He Loses Gold  LONDON (Reuters) - Olympic all-round champion Paul Hamm  admitted he would be stunned if he lost the gold medal he was  awarded in Athens following a judging error.,1,-22.61464,-2.937616
191,192,Knicks #39; new look looking good Already there are tales of Stephon Marbury and Jamal Crawford finishing each other #39;s sentences. The energetic backcourt tandem officially began trading phone calls when ,1,-22.187254,-17.57535
192,193,Australia defies Iraq kidnap claim Australia's PM says he will not negotiate with terrorists who claim to have taken two Australians hostage.,0,-11.74962,22.370987
193,194,"AirTran CEO Sees Another Airline Liquidation Soon The US airline industry, riddled with excess supply, will see a significant drop in capacity, or far fewer seats, as a result of at least one airline liquidating in the next year, according to AirTran Airways Chief Executive Joe Leonard.",2,16.119463,4.920297
194,195,North Korea says Bush worse than Hitler North Korea has described US President George W. Bush as a tyrannical political imbecile. who put Adolf Hitler in the shade and said Pyongyang could see no justification for talks with his administration.,0,-6.9145236,13.840878
195,196,"Aid Flights Resume in Indonesia's Aceh  BANDA ACEH, Indonesia (Reuters) - Salvage crews dragged a  damaged Boeing 737 cargo jet off the runway at Banda Aceh  airport on Tuesday, clearing the way for flights to resume  bringing in relief aid for Indonesian quake and tsunami  victims.",0,-5.4793572,31.550886
196,197,"Kite clings to lead at Schwab Cup Championship Sonoma, CA (Sports Network) - Tom Kite carded a two-under 70 Friday to remain atop the leaderboard through two rounds of the Champions Tour #39;s season-ending Charles Schwab Cup Championship.",1,-34.394463,-4.59872
197,198,"Venus, Roddick ousted from Olympics Athens, Greece, Aug. 18 (UPI) -- Americans Andy Roddick and Venus Williams were shockingly eliminated in the third round of the Olympic tennis tournament Wednesday. ",1,-41.042904,-4.2126565
198,199,"Callaway expecting subpar numbers Callaway Golf Co., which has struggled in recent months amid lackluster demand for its equipment, warned yesterday that its results for the third quarter and the year could be far below previous forecasts.",2,21.039972,21.440683
199,200,Father bets son against Aussies WELFARE authorities in the Solomon Islands have reacted with outrage after a local soccer fan reportedly offered his eight-year-old son as bait for a bet on the Solomons #39; clash with Australia.,1,-29.76827,2.8064241
200,201,"U.S.-Japanese deal on beef imports called election ploy by Canadian cattlemen (Canadian Press) Canadian Press - TOKYO (CP) - U.S. and Japanese negotiators struck a deal Saturday to allow  limited imports of U.S. beef into Japan but a Canadian beef industry spokesman called it a rehash of previous agreements and ""election hype.""",0,0.19632155,13.462873
201,202,"Foreign buyers are back Cross-border investment is rebounding after three lean years as companies take advantage of higher profits and a strong global economy to snap up foreign rivals, the United Nations said yesterday.",2,17.114092,17.615866
202,203,"Apple to expand European iTunes next month Speaking at the annual Popkomm conference in Berlin, Germany, Apple vice-president of applications Eddie Cue told music executives that the company will expand the online iTunes Music Store ",3,31.138674,-6.770758
203,204,"MCI Offers to Pay Part of States' Claims (Reuters) Reuters - MCI Inc. (MCIP.O) has offered to pay\states from 2 cents to 30 cents on the dollar to settle charges\it owes them as much as  #36;2 billion in back taxes, people\familiar with the matter said on Thursday.",2,20.937881,8.581276
204,205,"California, Mexico advance to next level SOUTH WILLIAMSPORT, Pa. -- Looking ahead to the US championship game almost cost Conejo Valley in the semifinals of the Little League World Series.",1,-27.564281,-11.2263365
205,206,"Google Slashes IPO Price Range NEW YORK (Reuters) - Google Inc., the Web search engine, on Wednesday slashed the price range on its eagerly awaited initial public offering to between \$85 and \$95 per share from \$108 to \$135 per share. ",2,28.74148,8.989137
206,207,"Marsh and McLennan #39;s Chairman Steps Down (1010 WINS) (NEW YORK) Marsh and McLennan #39;s chairman and chief executive Jeffrey Greenberg will step down this morning, according to a published report.",2,8.18487,-10.82603
207,208,"Freddie Mac May Face SEC Civil Action  LOS ANGELES (Reuters) - Freddie Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt;, the No. 2 U.S.  mortgage finance company, on Wednesday said it may face civil  action from the U.S. Securities and Exchange Commission for  possible violations of securities laws.",2,37.866707,9.45419
208,209,Apple extends PowerBook screen repair program Apple Computer is offering free replacement screens to owners of 15-inch PowerBook models whose machines have a flaw that causes the screen to display white spots.,3,40.31427,-14.062601
209,210,Rapids lose two players in MLS expansion draft Colorado Rapids defenders Antonio de la Torre and Jeff Stewart were selected by CD Chivas USA in the MLS expansion draft on Friday.,1,-33.699554,-12.032381
210,211,"Leader Heras pegged back Tour of Spain favourite Roberto Heras lost ground as Spanish compatriot Jose Gutierrez came home alone to win the penultimate stage, a 178-km stretch ending at the summit of Puerto de Navacerrada.",1,-31.377966,-1.5610363
211,212,Colombia Rebels May Explore Peace Talks The smaller of Colombia's two leftist rebel groups offered Tuesday to meet with a Mexican mediator to discuss possible peace talks with the government and reiterated its call for a bilateral cease-fire.,0,0.049627416,18.917444
212,213,"Dollar Sinks to All-Time Low Vs Euro  NEW YORK (Reuters) - The dollar plunged to an all-time low  against the euro on Wednesday ahead of an upcoming G20 finance  ministers' meeting in Berlin, as analysts fretted that  officials would do little to stem the greenback's fall.",2,23.499208,18.067955
213,214,"EA Reports Higher Quarterly Profits  LOS ANGELES (Reuters) - No. 1 video game maker Electronic  Arts Inc &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ERTS.O target=/stocks/quickinfo/fullquote""&gt;ERTS.O&lt;/A&gt; on Tuesday reported higher quarterly profits  on strong demand for titles like Madden NFL 2005, but its stock  price fell after a holiday forecast fell short of Wall Street  expectations.",2,37.074657,10.023026
214,215,"British takeover of Spanish bank approved Santander, Spain - Shareholders of Spain #39;s largest bank, Banco Santander Central, on Thursday approved the 8,5-billion takeover of British mortgage bank Abbey National.",2,21.421276,1.4354726
215,216,"Likud voters want Sharon to pursue coalition: poll JERUSALEM: Most members of Israel #39;s ruling Likud party want Prime Minister Ariel Sharon to press on with talks to widen his coalition despite a vote by the Likud executive barring any such move, a poll showed on Friday.",0,-4.070756,17.926037
216,217,"Dollar Up on Jobless Data  NEW YORK (Reuters) - The dollar edged higher on Thursday  after a report showed first-time claims for U.S. unemployment  dropped steeply, but traders said its significance for Friday's  widely anticipated payrolls report was limited.",2,25.769398,17.553522
217,218,"Sun, Microsoft Move Focus Of Linux Battle To Leader Red Hat Sun and Microsoft are using a common strategy to attack a common enemy--Red Hat. Sun President Jonathan Schwartz fired a major counteroffensive against Linux nemesis Red Hat by unveiling hefty discounts on ",3,23.494665,-13.865814
218,219,"U.S. Treasuries on Firm Footing (Reuters) Reuters - U.S. Treasury prices were higher on\Friday, cementing gains made the previous day, in the face of\growing speculation that the pace of U.S. interest rate hikes\could slow.",2,21.29594,11.630506
219,220,"AP: Rehnquist Plans to Swear in Bush (AP) AP - Chief Justice William H. Rehnquist, suffering from thyroid cancer, still plans to preside at President Bush's inauguration on Jan. 20, The Associated Press has learned.",0,-4.2594266,5.8275943
220,221,"Ubiquitous browser hole an easy target for scammers Dec 10, 2004: A new web browser security hole has been uncovered by a security firm, which could provide scammers with the means to launch phishing attacks from pop-up windows on genuine, trusted websites.",3,21.812925,-15.906139
221,222,Finance Leaders Urge Vigilance on Terror (Reuters) Reuters - Finance officials from all over the\globe gathered under heavy guard on Sunday to push for a\stepped-up fight against terror financing while warning the\poor must not be forgotten.,2,12.513193,12.687089
222,223,"A tall order awaits Williams but his dream is within reach If Danny Williams did not fully appreciate the sheer size of Vitali Klitschko, he does now. After a series of eyeball-to-eyeball poses for the photographers at yesterday #39;s London press conference to announce ",1,-17.181517,-7.845619
223,224,UMass Arrests 35 After Game 6 of ALCS (AP) AP - University of Massachusetts police arrested 35 people early Wednesday morning after the Red Sox tied the Yankees in the sixth game of the American League Championship Series.,1,-21.787275,-30.381779
224,225,"Marks  amp; Spencer Announces Shakeup Troubled British retailer Marks  amp; Spencer Group PLC announced a management shakeup Tuesday as it reported lower profits in the six months ending Oct. 2. Chief executive Stuart Rose, who recently fought off ",2,21.856155,5.3106847
225,226,"Kuznetsova beats injured Davenport, becomes first Russian woman to &lt;b&gt;...&lt;/b&gt; Lindsay Davenport hobbled her way out of the US Open, losing a big lead and able to do little but watch Svetlana Kuznetsova win 1-6, 6-2, 6-4 and become the first Russian woman to reach the final at this tournament.",1,-39.495533,-5.4374647
226,227,"Global Markets: European Shares Climb  LONDON (Reuters) - European stock markets scaled near-2-1/2  year highs on Friday as oil prices held below \$48 a barrel, and  the euro held off from mounting another assault on \$1.30 but  hovered near record highs against the dollar.",2,22.113997,13.706697
227,228,"The Vision Thing Tech companies can #39;t just have products. They have to have a vision. At IBM, it #39;s  quot;on-demand quot; computing. At companies in just about any business more complicated than hubcaps, it #39;s  quot;selling solutions.",3,28.171701,-15.875453
228,229,Wartime security as Karzai campaigns amid spiralling violence (AFP) AFP - Wartime security was rolled out for Afghanistan's interim President Hamid Karzai as he addressed his first election campaign rally outside the capital amidst spiralling violence.,0,-7.1536827,17.80811
229,230,"Mercury Astronaut Gordon Cooper, 77 Gordon Cooper, 77, one of the seven original US astronauts, who made the nation #39;s first manned spaceflights and became known as possessors of  quot;The Right Stuff, quot; died yesterday at his home in Ventura, Calif.",3,-4.539576,-17.60349
230,231,"Gardenhire #39;s instincts are unreliable They show up at prom with the prettiest girl in school, then get your date #39;s phone number and wink at you on the way out the door.",1,-11.560976,-10.528459
231,232,"Red Sox Rally Past Yankees in Ninth (AP) AP - After coming back against Mariano Rivera for the second time this season, the Boston Red Sox think they'll overtake the New York Yankees in the AL East. Orlando Cabrera and Johnny Damon hit RBI singles in the ninth inning Friday night in Boston's 3-2 victory that cut the Yankees' lead to 2 1/2 games.",1,-19.63482,-31.047403
232,233,"Miracle in Athens a gold-medal drama ATHENS, Greece -- If you recall, my concerns involved car bombings, kidnappings, beheadings and Al Qaeda. So when the scariest moment of the Olympics involves a defrocked, kilt-wearing Irish priest who tackles ",1,-17.357994,-1.4145051
233,234,"Talks Continue After China Hostage Deadline Passes  CHAGMALAI, Pakistan (Reuters) - Islamic militants holding  two Chinese engineers hostage in Pakistan threatened to kill  one on Monday unless security forces ended a siege of their  hideout, a tactic the interior minister said had echoes of  Iraq.",0,-12.124901,23.190212
234,235,"Rivals in Ukraine Agree to Negotiate Over Vote The two candidates claiming to be president-elect agreed to negotiations, the first sign of an easing of tensions that have risked leading the nation toward civil war.",0,-0.33032858,19.19596
235,236,"Softbank, Dentsu, Nippon Meat to Join Nikkei 225 Next Month Softbank Corp., Dentsu Inc. and Nippon Meat Packers Inc. will be added to the Nikkei 225 Stock Average, the compiler of the 55-year-old benchmark said.",2,28.75403,0.6696189
236,237,US running mates face off The US vice-presidential candidates will debate on Tuesday as the race for the White House remains close.,0,-6.3161173,6.2888856
237,238,"The 6670, Nokia #39;s new smartphone Launching the latest addition to a now-extensive line of smartphones, Nokia has unveiled the megapixel-enabled 6670 - better described as the serious cousin of the 7610.",3,41.871803,-9.0415535
238,239,"Hitachi, Matsushita, Toshiba in LCD Venture Japan's Hitachi Ltd., Matsushita Electric Industrial Co. and Toshiba Corp. struck a deal to jointly make displays for flat-screen televisions, starting as early as July 2006, the companies said Tuesday.",3,30.313286,0.2534286
239,240,"Former Kan. Junior College Coach Indicted WICHITA, Kan. Dec 14, 2004 - A former junior college basketball coach was indicted on charges that he provided false academic information about his athletes to Division I schools looking to recruit the players.",1,-7.2254753,-24.438435
240,241,"Google Faces Challenge of Public Company Status (washingtonpost.com) washingtonpost.com - Your name is synonymous with searching the Internet, and you've just raised roughly  #36;1.7 billion from investors by going public. What are you going to do now?",3,28.084396,-12.246057
241,242,"World economy at risk if oil prices remain high: Conference Board OTTAWA - World economic growth will be at risk next year if oil prices remain near all-time highs well into next year, the Conference Board of Canada said Friday.",2,18.595549,19.584446
242,243,"Houston firm to buy Greensboro petroleum terminal Kinder Morgan Energy Partners LP in Houston has signed a definitive agreement to buy nine refined petroleum products terminals in the Southeast, including one in Greensboro, from Charter Terminal Co.",2,22.835842,-1.2424096
243,244,"Lost Votes in N.M. a Cautionary Tale Four years ago, about 2,300 voters cast their ballots before Election Day on state-of-the-art, push-button electronic voting machines. For 678 of them, their votes were never recorded.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3,31.317669,-16.730356
244,245,"Chiefs Staying Positive Before Home Game They will be playing at home and this is not a playoff game, so the Kansas City Chiefs have every reason to expect that they will look like a completely different team when they face the Carolina Panthers on Sunday in a tussle between 0-1 teams.",1,-26.9612,-22.053974
245,246,"McGrady receives a three-year extension The Rockets made McGrady smile Monday, giving him a three-year contract extension worth \$63 million. That, coupled with the three years he had remaining on his existing ",1,-12.465537,-25.596613
246,247,"Stowers Expansion Hinges On Stem Cell Research KANSAS CITY, Mo. -- The Stowers Institute of Medical Research will not build its second center in Missouri if the state outlaws stem cell research, Stowers president William Neaves said Friday.",3,1.9776977,-1.1815624
247,248,"N. Koreans Seek Asylum in Beijing School Chinese parents pick up their children at the gate of the Korean School in Beijing Friday Oct. 22, 2004. As many as 29 North Korean asylum seekers entered the school earlier Friday, and told school authorities ",0,-13.236111,14.399864
248,249,"Speech recognition  #39;on-a-chip #39; inside three years The US National Science Foundation has awarded a \$1m grant to researchers in the US who want to put speech recognition on a chip, a move the project #39;s proponents claim will revolutionise the way we communicate.",3,4.4341526,-2.2558892
249,250,Evening Gazette Our Say The Royal Mail #39;s proud boast that it is making 1m a day profit will come as little consolation to those who feel the service is still poor.,2,-14.275253,-5.0496573
250,251,European craft to probe  #39;moon colonies #39; A tiny craft powered by Star Trek #39; technology is standing at the  quot;gateway quot; to the moon - and a landmark date in the history of European space exploration.,3,-3.81582,-17.044147
251,252,"Mets to interview Backman The Mets may reach back into one of their most successful eras in their manager search. Wally Backman, the sparkplug second baseman on the 1986 championship team ",1,-19.869532,-23.936657
252,253,Feds Indict CA Ex-CEO Kumar Months of legal woes and executive shuffling came to a resolution of sorts last week for Computer Associates. Federal prosecutors indicted former CEO Sanjay Kumar for back-dating contracts ,2,13.839865,-7.1766677
253,254,"Apple #39;s iMac is no longer flagship product The last time Apple Computer Inc. introduced an all-new iMac computer, back in January 2002, Apple Chief Executive Steve Jobs was featured smiling with the desktop on the cover of Time magazine.",3,36.00704,-13.792976
254,255,"Last-minute TD stops Maine Justin Rascati completed 19 of 28 passes for 197 yards and two touchdowns, including a game-winning 23-yarder to D.D. Boxley with 47 seconds remaining, as James Madison stayed undefeated in the Atlantic 10 with a 24-20 victory over Maine at Orono yesterday.",1,-32.757507,-19.988317
255,256,Gallacher #39;s wedge shot wraps up  #39;dream #39; title A famous name once more adorns a European Tour trophy after Stephen Gallacher won the Dunhill Links Championship yesterday at St Andrews.,1,-34.8286,-3.1387272
256,257,"Cowboys bring out the worst in Garcia IRVING, Texas - Browns quarterback Jeff Garcia didn #39;t need a complicated formula to tell him he played the worst game of his career.",1,-25.44576,-19.439018
257,258,"Payrolls Grow, But Miss Target (CBS/AP) The Labor Department said Friday that employers #39; payrolls increased by 96,000 overall in September while the unemployment rate held steady at 5.4 percent.",2,26.148743,21.030672
258,259,"Famous film maker put up for sale Ilford Imaging, the world's largest producer of black and white camera film, is up for sale after going into administration.",2,25.700457,2.3771524
259,260,French court to rule on Sikh boys A French court will rule on whether a new law bans three Sikh boys from wearing the under-turban to school.,0,-15.96986,9.794715
260,261,"Ailing Tiger Two Back at American Express (AP) AP - Tiger Woods hardly looked like himself until a painful first round at the American Express Championship was over and he signed for a 4-under 68, two shots out of the lead at a tournament he has won the last two years.",1,-35.587772,-4.7517595
261,262,( 3) Miami 41 (18) Louisville 38 MIAMI Frank Gore scored the winning touchdown on a one-yard run with 49 seconds left as third-ranked Miami rallied to beat number-18 Louisville 41-to-38 at the Orange Bowl.,1,-33.869278,-20.19046
262,263,"iPod: How Long Will It Reign? You don #39;t have to look around for long to see that Apple #39;s (AAPL ; S amp;P investment rank, 3 STARS, hold; recent price, \$67.21) iPod digital music player has made waves in pop culture.",3,33.473656,-14.53791
263,264,"Report: Egypt brokers Israeli-Palestinian cease-fire, peace &lt;b&gt;...&lt;/b&gt; The official news agency of Egypt says leaders there have reached an understanding with Israel, the Palestinians, the United States and Europe.",0,-2.678172,17.654922
264,265,"Mortars Mark Opening of Iraqi Political Conference  BAGHDAD (Reuters) - Insurgents fired mortars at a meeting  where Iraqi leaders met to pick an interim national assembly  Sunday, killing at least two people in a grim reminder of the  country's tortured path toward democracy.",0,-15.989733,19.342602
265,266,"N.Korea May Be Preparing Missile Launch-Paper (Reuters) Reuters - The United States and Japan have detected\signs that North Korea is preparing to launch a ballistic\missile that could hit almost all of Japan, a Japanese\newspaper said on Thursday.",0,-2.0353389,27.22882
266,267,"Earnings of Electronics Makers Improve (AP) AP - Two Japanese electronics makers reported improved fiscal first-half earnings Friday, with profits at Hitachi Ltd. surging nearly eight-fold, while Toshiba Corp. rebounded to profitability from a loss the previous year.",0,26.952274,14.455876
267,268,"When Spitzer Speaks, Insurers Take Note A financial industry that had grown comfortable with its regulators is reeling after the New York state attorney general filed charges of wrongdoing and denounced practices that the industry - and its regulators - had viewed as acceptable.",2,11.478136,-4.486027
268,269,"Game publisher Acclaim on verge of bankruptcy? Financially troubled game publisher Acclaim Entertainment was expected to file for Chapter 7 bankruptcy protection this week, after laying off more than 600 employees, according to sources closes to the company #39;s management.",3,15.830381,-4.393869
269,270,"US junior rider wins silver at cycling worlds Rebecca Much of the United States won the silver medal in the junior time trial Monday at the road cycling world championships. Tereza Hurikova of the Czech Republic was the winner, following her bronze medal on a mountain bike Sept.",1,-26.341383,-3.4683304
270,271,"Cardiff to host FA Cup semi-finals Cardiffs Millennium Stadium will host this seasons FA Cup semi-finals as well as the final. It will be the first time the venue has hosted the semi-finals, with Old Trafford and Villa Park having been favoured in recent years.",1,-35.21315,5.003275
271,272,"Two charged in hijacking bus; government tries to avoid backlash &lt;b&gt;...&lt;/b&gt; ATHENS, Greece Formal charges, and an appeal for calm. They #39;re the latest developments in the arrests of two Albanian immigrants charged with staging an 18-hour bus hijacking and hostage siege in Athens.",0,-11.514695,14.503987
272,273,"Moon gas could meet earth #39;s energy demands A potential gas source found on the moon #39;s surface could hold the key to meeting future energy demands as the earth #39;s fossil fuels dry up in the coming decades, scientists said.",3,-1.0027807,-11.016542
273,274,"Reports: Blasts Rock Madrid Gas Stations MADRID, Spain - Spanish media are reporting that at least one explosion -- and possibly as many as four blasts -- have gone off in Madrid following a warning from a Basque (search) group.",0,-10.566285,27.847466
274,275,"End of Series will bring a lot of questions Now what? Was winning the World Series truly the last hurrah for franchise players Pedro Martinez and Jason Varitek and more than a dozen teammates, including Derek Lowe and Orlando Cabrera , who are eligible for free agency?",1,-18.466728,-25.541908
275,276,"Google Shares Jump 18 In NASDAQ Debut Google Shares Jump 18 In NASDAQ Debut\\Google stock shares rose 18 percent in their NASDAQ stock market debut yesterday, after a scaled-down \$1.67 billion IPO marked by missteps and lackluster market conditions. Google co-founder Larry Page and chief executive Eric Schmidt showed up at the Nasdaq stock market as Google ...",3,28.952963,8.842313
276,277,Palestinians won #39;t bring anti-Israel draft to General Assembly The Palestinians have decided not to bring a draft resolution condemning Israel #39;s military operation in the northern Gaza ,0,-4.20203,18.792147
277,278,EAGLES TAKE OFF AT LAST PALACE #39;S leading goal-scorer Andy Johnson was jubilant last night after giving the Eagles Premiership lift-off. The Selhurst Park forward drew first blood eight minutes after half-time with his fifth league goal of the season.,1,-36.779747,8.198369
278,279,"Car explodes in  quot;act of sabotage quot; in Damascus DAMASCUS, Dec 13 (AFP) - A car belonging to a Palestinian exploded in a residential district of Damascus on Monday, in what the Syrian authorities said was an  quot;act of sabotage.",0,-16.398003,26.467327
279,280,"Sinai bombs toll rises to 11 THE number of Israelis killed in a series of deadly bombings in Egypt #39;s Sinai peninsula rose to 11 today after four more victims were identified, including two children, Israel police said.",0,-12.691247,27.62128
280,281,"In Sudan, No Clear Difference Between Arab and African The Darfur crisis has laid bare an unspoken Arab-African fault line that runs from Mauritania in the west, to Sudan in the east.",0,-9.398169,34.454712
281,282,Packers Activate Cornerback McKenzie (AP) AP - The Green Bay Packers activated cornerback Mike McKenzie and waived tight end Sean McHugh on Saturday.,1,-31.019096,-24.252287
282,283,Czechs Trounce Sweden to Reach World Cup Semi-Finals  STOCKHOLM (Reuters) - Czech Republic reached the World Cup  semi-finals by outclassing Sweden 6-1 thanks to some efficient  counter-attacking hockey on Tuesday.,1,-29.109179,-6.70971
283,284,Eagles' McDougle Has Irregular Heartbeat (AP) AP - Philadelphia defensive end Jerome McDougle missed practice Friday because of an irregular heartbeat and was doubtful for the Eagles' game this weekend against Cleveland.,1,-28.876495,-23.822538
284,285,Japan Stocks Open Lower  TOKYO (Reuters) - Tokyo's Nikkei average fell 0.39 percent  at the opening on Tuesday after a rise in crude oil to another  record high put a damper on the appetites of investors  returning from a three-day weekend.,2,22.66258,15.491978
285,286,"JBoss delivers aspect orientation with Version 4.0 Open source application servers vendor JBoss Inc will today release version 4.0 of its core JBoss AS product, which is claimed to be the first open source application server to support AOP (aspect oriented programming) for Java.",3,35.236984,-8.985262
286,287,Selig Receives Three-Year Extension  PHILADELPHIA (Sports Network) - Owners on Thursday  unanimously voted to extend the term of baseball commissioner  Bud Selig for three years through 2009.,1,-14.7242365,-24.008537
287,288,Priest Who Disrupted Olympics in Abuse Trial  LONDON (Reuters) - A former Irish priest famous for stunts  that disrupted the marathon at the Athens Olympics and  Britain's Grand Prix denied charges on Wednesday of indecency  with a schoolgirl.,1,-18.486412,-0.6265388
288,289,"S amp;P upgrades Illinois Power to investment-grade Standard  amp; Poor #39;s on Friday upgraded the debt ratings for Illinois Power Co. to investment grade status, after the company was acquired by investment-grade rated Ameren Corp.",2,22.038858,-2.931723
289,290,"Canada's Cup Victory May End Up Half Empty In what might have been the last high-level hockey game for a long time in North America, Canada won the World Cup of Hockey.",1,-29.367706,-9.492695
290,291,"Drugs in Sport: Four-Year Ban For Alvin Harrison, Admitted PED Use Alvin Harrison, the 2000 Olympic silver medallist in the 400 meters, received a four-year suspension from the sport after admitting he used several undetectable performance-enhancing ",1,-20.713194,-0.010349918
291,292,"Microsoft unveils Works 8 The dictionary module has been integrated into the word processor and is also a stand-alone application in the Works Task Launcher. A thesaurus has been included, as well as the option to set parental controls. ",3,33.5849,-10.957794
292,293,"Yahoo Unveils Budget Domains Deal Domain hosting and parking services drop in price, rise in capacity to lure small businesses. Trying to attract more small business customers, Yahoo has introduced a new domain name registration service and significantly increased the storage space and ...",2,27.61447,-9.969025
293,294,"Baseball-Backe Pitches Astros to 2-1 Series Lead  HOUSTON (Reuters) - Brandon Backe, a little-known local,  who arrived in the shadow of famous hometown heroes Roger  Clemens and Andy Pettitte last winter, brought the Houston  Astros to within a game of the franchise's first postseason  series victory in an 8-5 win over the Atlanta Braves Saturday.",1,-19.85946,-29.556414
294,295,"Auction for Shares in Google's IPO May End Google Inc.'s initial public offering took a major step forward as the company notified investors that Tuesday may be their last chance to submit, withdraw or change bids in the unusual \$3 billion electronic auction for stock in the Internet giant. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3,31.562164,-15.630407
295,296,"Adapting to shift in tech landscape Research firms rode high during the high-tech boom, advising businesses to use technology to cut costs and boost efficiency.",2,19.74882,24.146532
296,297,"Eustachy Returns to Iowa, but Loses Game (AP) AP - Larry Eustachy returned to Iowa with a new look and a new attitude. He also picked up a technical foul. Some things never change.",1,-27.671856,-18.694855
297,298,"In Mars rock, telltale ripples and mysteries NEW YORK With one Mars rover climbing into the hills and the other descending deep into a crater, scientists reported the discovery of several mysterious rock structures, along with yet more signs that Mars was once awash in water.",3,-1.9885637,-12.754975
298,299,"State: California gained 4,900 payroll jobs in September LOS ANGELES - California #39;s economy gained 4,900 payroll jobs in September, the state #39;s Employment Development Department said Monday.",2,26.620924,21.336065
299,300,British Hostage in Iraq Begs for Release (AP) AP - The Arab news network Al-Jazeera on Wednesday broadcast footage of British hostage Kenneth Bigley pleading to British Prime Minister Tony Blair to work for his release.,0,-10.76383,20.60841
300,301,Apple iTunes signs Oasis exclusive Apple #39;s iTunes Music Store has signed an exclusive deal to distribute digital versions of Oasis #39; tracks. Apple #39;s success in signing Oasis to its service means that a new selection form the band #39;s ,3,32.18585,-7.586042
301,302,"Fans offside as tycoons target English clubs DIVIDED down the years by the rawest rivalry in English football, Manchester United and Liverpool found their histories converging at the weekend as both clubs braced themselves for imminent takeover.",1,-31.181095,6.1877265
302,303,"Clark: Weekend fights prove need for division of sports fans &lt;b&gt;...&lt;/b&gt; For some reason, noon just comes way too early, and making it to campus is a struggle. I thought one of my professors was going to be a stickler about it and dock me some points, but I had a talk with him to calm him down.",1,-19.330545,-12.881204
303,304,NL Wrap: Pujols Drives in Five Runs as Cardinals Rout Reds  NEW YORK (Reuters) - Albert Pujols homered for the fifth  time in the last four games and drove in five runs as the St  Louis Cardinals routed the Cincinnati Reds 10-5 in National  League play at Busch Stadium on Monday.,1,-18.606955,-31.578074
304,305,"Navy-Rutgers Game Attracts Bowl Interest (AP) AP - Navy is a wanted team  #151; for a bowl game, that is. Officials from five bowls will attend Saturday's game against Rutgers, with the Midshipmen in strong position to land their second straight postseason berth.",1,-30.419691,-15.360266
305,306,"Williams wins, faces Russian in Beijing final Top seed Serena Williams battled her way into the China Open final yesterday, overcoming two service breaks to defeat Vera Zvonareva of Russia, 6-2, 6-3.",1,-40.527657,-5.495578
306,307,"Mourinho tips Kezman to take chance CHELSEA meet their nouveau riche counterparts from Russia tonight, but Jos Mourinhos desire for a compact squad has left him with a lack of strength up front for the Champions League encounter with CSKA Moscow.",1,-34.13459,7.6167903
